epoch,train_loss,test_acc@1,test_acc@5,smooth_loss,lr_epoch
1,4.686233919094771,41.0,89.92,4.686233919094771,0.001875
2,3.838598745297163,41.08,88.75,3.8809804916381836,0.001875
3,3.226623898286086,51.06,93.8,3.2593419551849365,0.001875
4,2.7502846509982377,54.43,94.95,2.7757375240325928,0.001875
5,2.571614260245592,55.279999999999994,95.44,2.581820249557495,0.0017947388052173422
6,2.133011920635517,57.92,95.6,2.155452251434326,0.0017947388052173422
7,1.9700063635141423,58.91,95.82000000000001,1.979278564453125,0.0017947388052173422
8,1.84647834056463,59.72,96.35000000000001,1.8531184196472168,0.0017947388052173422
9,1.7576769544528081,62.01,96.61,1.762449026107788,0.0017947388052173422
10,1.6466139833132425,61.62,96.72,1.6524057388305664,0.001717913268774919
11,1.6036930502989353,62.660000000000004,97.02,1.6061285734176636,0.001717913268774919
12,1.529815941896194,64.07000000000001,97.28,1.5336315631866455,0.001717913268774919
13,1.4817208476555652,63.83,97.03,1.484316349029541,0.001717913268774919
14,1.456381331040309,64.09,97.21,1.457777976989746,0.001717913268774919
15,1.4140761522146372,65.22,97.38,1.4162611961364746,0.0016443763239829957
16,1.3649951621507987,65.03,97.39999999999999,1.3675583600997925,0.0016443763239829957
17,1.3340679949674852,66.03999999999999,97.58,1.335742473602295,0.0016443763239829957
18,1.310238890005992,66.36999999999999,97.55,1.3115140199661255,0.0016443763239829957
19,1.2737761648801658,66.95,97.68,1.2756630182266235,0.0016443763239829957
20,1.2606549559495388,66.7,97.59,1.261405348777771,0.0015739871994842277
21,1.2249202005374127,67.71000000000001,97.92,1.2267444133758545,0.0015739871994842277
22,1.2133298468895448,67.4,97.89,1.2140004634857178,0.0015739871994842277
23,1.1989378970402937,68.67,97.95,1.1996910572052002,0.0015739871994842277
24,1.1628368877447568,68.44,98.0,1.1646796464920044,0.0015739871994842277
25,1.1437082293706062,68.92,98.09,1.14475679397583,0.0015066111497758473
26,1.1383065106012882,69.05,98.17,1.1386290788650513,0.0015066111497758473
27,1.120356170183573,69.27,98.2,1.1212698221206665,0.0015066111497758473
28,1.1071192232462077,69.58,98.15,1.1078267097473145,0.0015066111497758473
29,1.0767122002748342,70.32000000000001,98.29,1.0782679319381714,0.0015066111497758473
30,1.0702191417033855,70.08,98.27,1.0706214904785156,0.0014421191972671097
31,1.055701095629961,69.8,98.14,1.056447148323059,0.0014421191972671097
32,1.0372025919266237,70.02000000000001,98.07000000000001,1.0381648540496826,0.0014421191972671097
33,1.040592376391093,70.11,98.25,1.040471076965332,0.0014421191972671097
34,1.0245867241651585,70.34,98.38,1.0253808498382568,0.0014421191972671097
35,1.0150399720057464,70.32000000000001,98.32,1.0155569314956665,0.0013803878853782215
36,1.0024548669656117,70.57,98.18,1.0031099319458008,0.0013803878853782215
37,0.9926312683484493,71.02000000000001,98.28,0.9931551814079285,0.0013803878853782215
38,1.0009834445439851,71.16,98.28,1.0005919933319092,0.0013803878853782215
39,0.9746223425253844,71.65,98.35000000000001,0.9759207963943481,0.0013803878853782215
40,0.9688426574071248,71.57,98.26,0.969196617603302,0.0013212990422081083
41,0.9545978760107969,71.45,98.36,0.9553278088569641,0.0013212990422081083
42,0.9439638449595524,71.28999999999999,98.42,0.944532036781311,0.0013212990422081083
43,0.9488779448545896,71.96000000000001,98.42,0.9486606121063232,0.0013212990422081083
44,0.930996396449896,71.95,98.24000000000001,0.9318795800209045,0.0013212990422081083
45,0.9395965568530253,72.05,98.42,0.9392106533050537,0.001264739554318613
46,0.91378980416518,71.91,98.41,0.915060818195343,0.001264739554318613
47,0.919988546310327,72.37,98.39,0.9197421669960022,0.001264739554318613
48,0.9028840476121658,72.85000000000001,98.54,0.9037269949913025,0.001264739554318613
49,0.894913704884358,72.15,98.48,0.8953543901443481,0.001264739554318613
50,0.8948467155297597,72.71,98.46000000000001,0.8948721289634705,0.0012106011502020808
51,0.8856762569684249,73.21,98.38,0.8861360549926758,0.0012106011502020808
52,0.8770614223602491,72.8,98.41,0.8775151371955872,0.0012106011502020808
53,0.8820632847455832,73.25,98.55000000000001,0.8818358778953552,0.0012106011502020808
54,0.8662121338722033,73.06,98.4,0.8669933080673218,0.0012106011502020808
55,0.8596566357673743,73.29,98.41,0.8600234985351562,0.0011587801930178256
56,0.8569069958650148,73.46000000000001,98.58,0.857062816619873,0.0011587801930178256
57,0.8470020028261038,73.72,98.57000000000001,0.8475050330162048,0.0011587801930178256
58,0.8527246855772459,73.03,98.64,0.8524637222290039,0.0011587801930178256
59,0.8388701548943153,73.22999999999999,98.47,0.8395498394966125,0.0011587801930178256
60,0.8434970676898956,73.8,98.59,0.8432996273040771,0.0011091774822007113
61,0.8294177677386846,73.63,98.57000000000001,0.8301118612289429,0.0011091774822007113
62,0.8265278073457571,73.78,98.58,0.8267070055007935,0.0011091774822007113
63,0.8253583241731692,73.56,98.56,0.8254257440567017,0.0011091774822007113
64,0.8247865936695001,74.14,98.57000000000001,0.8248185515403748,0.0011091774822007113
65,0.8141110909290803,73.61,98.57000000000001,0.8146464824676514,0.0010616980635620716
66,0.818434718480477,74.38,98.72999999999999,0.8182452917098999,0.0010616980635620716
67,0.8009050722305592,73.98,98.69,0.8017720580101013,0.0010616980635620716
68,0.8082612772782644,73.8,98.61,0.8079367876052856,0.0010616980635620716
69,0.7944239679055336,74.18,98.6,0.7950996160507202,0.0010616980635620716
70,0.7890026525045053,74.65,98.64,0.7893074750900269,0.0010162510475194445
71,0.791551346045274,74.72999999999999,98.63,0.7914391160011292,0.0010162510475194445
