epoch,train_loss,test_acc@1,test_acc@5,smooth_loss,lr_epoch
1,4.323361512330862,46.42,91.17,4.323361512330862,0.0015635416285581846
2,3.8684540204512765,48.94,92.36,3.8911993503570557,0.0015681658380003807
3,3.5550003112890782,50.3,92.67,3.571810245513916,0.0015758705999261522
4,3.32025150396885,51.22,93.03,3.332829475402832,0.0015866525346567364
5,3.1309722270721045,51.61,93.32000000000001,3.1410648822784424,0.001600506912717528
6,2.9788347659966883,52.66,93.67,2.9869463443756104,0.0016174276569126626
7,2.8192678439311494,53.09,93.77,2.8276517391204834,0.001637407344990757
8,2.7039196228369686,52.87,93.77,2.710106372833252,0.0016604372129006718
9,2.5963391548547987,53.83,94.1,2.602027416229248,0.0016865071586358478
10,2.491426576712193,54.58,94.22,2.4969565868377686,0.0017156057466655248
11,2.4001659044852626,54.33,94.75,2.40500545501709,0.0017477202129509185
12,2.3111938293163594,55.720000000000006,95.09,2.3158843517303467,0.0017828364705441396
13,2.2065743354650644,56.46,94.93,2.2120399475097656,0.001820939115767405
14,2.114014161244417,56.279999999999994,95.28,2.118915319442749,0.0018620114349698347
15,2.0727167245669245,57.620000000000005,95.69,2.075026512145996,0.0019060354118588634
16,1.9901844226397,58.93000000000001,95.92,1.9944264888763428,0.0019529917354030417
17,1.8992332550195548,59.61,96.09,1.9039928913116455,0.0020028598083027937
18,1.845295446041303,60.050000000000004,96.38,1.8482303619384766,0.002055617756025377
19,1.8264258901278179,59.98,96.32,1.8275160789489746,0.002111242436400103
20,1.773533012622442,61.17,96.37,1.776232123374939,0.0021697094497696093
21,1.7316980261069077,60.56,96.41999999999999,1.7339247465133667,0.0022309931496927154
22,1.7061822111789997,61.9,96.41,1.7075693607330322,0.0022950666541941937
23,1.698575165332892,62.72,96.54,1.6990249156951904,0.0023619018575564785
24,1.6494705884884566,62.260000000000005,96.48,1.65194833278656,0.0024314694426482066
25,1.6222992897033692,62.3,96.7,1.623781681060791,0.0025037388937841007
26,1.6219265681046706,62.78,96.64,1.6220192909240723,0.002578678510110623
27,1.5944874341671282,63.029999999999994,96.91,1.595863938331604,0.002656255419511493
28,1.5749531009258368,63.17,96.84,1.5759986639022827,0.0027364355930269754
29,1.5488479015154717,63.29,96.93,1.5502054691314697,0.0028191838597806194
30,1.5269997333868957,63.88,96.99,1.5281599760055542,0.00290446392240689
31,1.5202054787904788,64.23,97.0,1.5206031799316406,0.0029922383729729437
32,1.5195560574531555,64.45,97.22,1.5196083784103394,0.0030824687093875362
33,1.50525447619267,64.91,97.16,1.505972146987915,0.0031751153522898926
34,1.497168220923497,64.67,97.23,1.4976084232330322,0.0032701376624111253
35,1.4807760522915767,65.36999999999999,97.16,1.4816176891326904,0.003367493958400563
36,1.4763510141617213,65.71000000000001,97.28999999999999,1.476614236831665,0.0034671415351091826
37,1.4545674434074989,66.07,97.39999999999999,1.4556697607040405,0.0035690366823221617
38,1.440838033725054,66.29,97.49,1.4415795803070068,0.003673134703932261
39,1.437678268016913,65.86999999999999,97.26,1.4378732442855835,0.0037793899375456966
40,1.4170168143052322,65.82000000000001,97.5,1.4180597066879272,0.0038877557745118484
41,1.410736904388819,66.02,97.5,1.4111030101776123,0.003998184680368062
42,1.4046792840346312,66.14999999999999,97.58,1.4050004482269287,0.004110628215690549
43,1.3987848254350514,66.82000000000001,97.56,1.3990956544876099,0.004225037057342233
44,1.3865427191440876,67.03,97.58,1.3871703147888184,0.004341361020108266
45,1.387157479004982,66.53999999999999,97.36,1.3871580362319946,0.004459549078709659
46,1.3784043846986234,66.56,97.42,1.3788419961929321,0.00457954939018543
47,1.3543848474820455,67.46,97.66,1.3556077480316162,0.0047013093166334095
48,1.35875334861951,67.51,97.46000000000001,1.3585959672927856,0.0048247754482997635
49,1.3540910048362536,67.32000000000001,97.59,1.354316234588623,0.004949893627007072
