epoch,train_loss,test_acc@1,test_acc@5
76,0.8065627990624844,75.25,98.77
77,0.8103834803287799,76.1,98.65
78,0.8003336880451594,75.53999999999999,98.76
79,0.7928873343345446,75.63,98.65
80,0.7966527244983576,76.23,98.76
81,0.7943879913061093,75.33,98.78
82,0.7885588242457463,75.84,98.8
83,0.7923630417921604,75.98,98.7
84,0.7942612461554699,76.05,98.64
85,0.7765894029385004,76.27000000000001,98.68
86,0.7779712400375268,76.42,98.83
87,0.7778216745608892,75.79,98.83
88,0.7686869915479269,76.32,98.7
89,0.7659963755271374,76.39,98.81
90,0.7648633410533269,76.46,98.95
91,0.7626474054960104,77.0,98.85000000000001
92,0.7578780449353731,76.42,98.7
93,0.7599004250306349,76.38000000000001,98.68
94,0.7581452233669085,76.03,98.69
95,0.745652912518917,76.67,98.92
96,0.7541508744924497,76.61,98.82
97,0.7474504164396188,76.59,98.78
98,0.744875083061365,77.07000000000001,98.71
99,0.7468167165915172,77.0,98.83
100,0.74680029352506,77.25999999999999,98.9
101,0.7444808386839353,76.03,98.81
102,0.7487318442418025,77.29,98.92
103,0.7317431705884444,77.02,98.88
104,0.7409028352071078,77.33,98.91
105,0.7435283734248235,77.14999999999999,98.86
106,0.7345551870572261,77.60000000000001,98.98
107,0.7368586359115747,77.22,98.94
108,0.7331978228611824,77.94,99.07000000000001
109,0.7279127276096589,77.2,98.76
110,0.7364071635099557,77.69,98.95
111,0.7292336408144389,77.64,98.74000000000001
112,0.727809127783164,77.57,98.79
113,0.7183690585387059,77.79,98.89
114,0.7167328123862927,78.10000000000001,98.95
115,0.7274946273901524,77.66,98.91
116,0.7093838062806007,78.11,98.82
117,0.7176707239487232,78.52,99.03
118,0.7078545441994301,77.79,98.83
119,0.7117852927782596,78.45,98.99
120,0.7030522328920853,77.75,98.98
121,0.7069618546045744,77.46,98.95
122,0.7064221076476268,78.49000000000001,98.97
123,0.7064685240769998,78.48,98.92999999999999
124,0.7016135921080907,78.35,98.94
125,0.7049193780391644,78.74,99.0
126,0.7042442513582033,78.08,98.88
127,0.6953249231362955,78.42,99.11
128,0.6907271592280804,77.86999999999999,98.91
129,0.6931431418810136,78.43,98.97
130,0.6948285276309037,77.94,98.81
131,0.6853117020466388,79.05,98.92999999999999
132,0.6866274508910302,78.7,98.99
133,0.6829155155481437,78.18,98.99
134,0.6779622088640164,78.60000000000001,98.95
135,0.6814607433783703,79.2,99.03999999999999
136,0.6843361263855909,79.34,98.95
137,0.6829910712364392,78.82000000000001,99.0
138,0.6754501078373346,79.2,98.96000000000001
139,0.6917640690620129,79.24,98.92
140,0.6787095558949006,79.14,98.98
141,0.6789510321922791,79.17,98.92999999999999
142,0.6717601938889577,78.4,98.91
143,0.6654185397502703,79.19,99.09
144,0.6641230802505445,79.57,99.07000000000001
145,0.6738692599229323,78.74,99.1
146,0.6639919268015103,79.39,98.86
147,0.664546776505617,79.41,98.98
148,0.6646550392493223,79.29,98.89
149,0.6573043004824565,79.3,99.07000000000001
150,0.6684300792522919,79.63,99.11
151,0.6593928544949262,79.52,98.89
152,0.651480444578024,79.28,98.99
153,0.6537461471863282,79.34,99.03999999999999
154,0.6537552450711911,79.77,99.07000000000001
155,0.6418504044031486,80.10000000000001,99.19
156,0.6420007009536792,79.53,98.91
157,0.6445738207071255,80.43,99.11
158,0.6424637923638026,80.01,98.97
159,0.6383671289071059,79.74,98.99
160,0.6408955635932776,79.75999999999999,98.98
161,0.6392192694621208,79.80000000000001,99.06
162,0.6395973764168911,79.75999999999999,98.89
163,0.6367562553057304,80.44,98.92
164,0.6411103471731529,80.35,99.0
165,0.6397116494484437,80.57,99.08
166,0.627065274425042,80.31,98.98
167,0.6320079925732734,80.71000000000001,99.00999999999999
168,0.6305714003550701,79.79,99.00999999999999
169,0.6290406725345514,79.78,98.96000000000001
170,0.6311120893710699,80.81,99.13
171,0.6261203842285352,80.28,99.03999999999999
172,0.6255781780450772,80.24,99.19
173,0.623525663293325,80.11,99.06
174,0.6301791975895564,80.51,99.11999999999999
175,0.6157394443566983,80.65,99.0
176,0.6187036440158502,80.69,99.11999999999999
177,0.6243435463844201,80.36999999999999,99.02
178,0.6168956929292434,80.77,99.1
179,0.6213991704659584,80.57,99.22
180,0.6172794810472391,80.91000000000001,99.11999999999999
181,0.6153344926161644,80.74,99.11
182,0.6165618548026451,80.10000000000001,99.09
183,0.6148456429823851,81.15,99.1
184,0.6148483284008809,80.69,99.09
185,0.6095942886976096,80.30000000000001,99.03
186,0.6129356605120194,80.38,99.11999999999999
187,0.6045803988591218,81.0,99.17
188,0.6050064009733689,81.08,99.14
189,0.6054691966527548,81.17,99.21
190,0.6016584483476786,81.04,99.14
191,0.6010593282870758,81.21000000000001,99.2
192,0.6037731922589815,80.76,99.27
193,0.5997043219132301,81.25,99.22999999999999
194,0.6053021370600431,81.41000000000001,99.15
195,0.600098508137923,81.04,99.21
196,0.5945639410844216,81.73,99.22999999999999
197,0.5996219384364593,81.17,99.19
198,0.5938018637589919,81.3,99.22999999999999
199,0.5922557445672842,81.11,99.25
200,0.5942066600689522,81.73,99.3
201,0.5944850956782316,81.3,99.24
202,0.5954949529507221,81.43,99.24
203,0.5891220736197936,81.51,99.15
204,0.5821070603835277,81.25,99.22
205,0.5853949006551351,81.83,99.28
206,0.5874289516455088,81.84,99.11999999999999
207,0.5751222505019261,81.92,99.22
208,0.5865753184526394,81.69999999999999,99.3
209,0.5761164076053179,81.67999999999999,99.19
210,0.579720310599376,81.23,99.13
211,0.5732901654946498,81.49,99.24
212,0.5805171222258837,81.31,99.24
213,0.5838703835621858,81.93,99.26
214,0.5789223391276139,81.72,99.22
215,0.5746108531187742,82.17,99.3
216,0.5856338850198648,82.05,99.21
217,0.5747110115411954,82.01,99.22
218,0.5698373689101293,81.83,99.22999999999999
219,0.5647393216689428,81.77,99.22
220,0.5658927003542582,82.39,99.25
221,0.5675825973351797,82.09,99.3
222,0.5574558273339882,81.82000000000001,99.31
223,0.5654869604569215,82.03,99.31
224,0.5682057490715614,81.58,99.26
225,0.568683525079336,82.54,99.33
226,0.5683393146747198,82.38,99.28
227,0.5616730977327395,82.23,99.24
228,0.5608896621526815,82.28,99.17
229,0.5653114243195607,82.57,99.22999999999999
230,0.5544374756323985,81.93,99.29
231,0.551749679293388,82.64,99.25
232,0.5595032692719728,81.78,99.19
233,0.5529799375778589,82.37,99.29
234,0.5523296771905362,82.65,99.28
235,0.5623553186655045,82.58,99.24
236,0.5555636611504432,82.57,99.37
237,0.5523163948303614,82.99,99.35000000000001
238,0.5574448342506703,82.89,99.32
239,0.5426474923506761,83.06,99.35000000000001
240,0.5556484674796079,82.31,99.33
241,0.5470213775451367,83.04,99.33
242,0.5525948299047274,82.73,99.26
243,0.5462786016555933,82.59,99.33999999999999
244,0.5439209081423588,83.11,99.37
245,0.538170856084579,83.21,99.4
246,0.5494544720802552,82.69999999999999,99.32
247,0.5421914264177665,82.80999999999999,99.33999999999999
248,0.5360497308847232,82.84,99.29
249,0.5441584749099536,82.6,99.27
250,0.544539759021539,83.05,99.37
251,0.5410466998815536,82.83,99.27
252,0.5307205048127052,82.84,99.3
253,0.5357747685450774,82.96,99.45
254,0.5332079590895237,82.86,99.29
255,0.5313894981757189,83.24000000000001,99.36
256,0.533047472513639,82.87,99.28
257,0.533578430612882,83.06,99.31
258,0.5306106875340144,83.21,99.35000000000001
259,0.5372561083390163,82.8,99.36
260,0.5309792252687308,83.08,99.36
261,0.5288564742375643,82.63000000000001,99.37
262,0.5245111242318765,83.36,99.42
263,0.5183049794190969,82.86,99.32
264,0.5263354228093073,82.86,99.3
265,0.522925568314699,83.03,99.35000000000001
266,0.5268853170749469,82.71,99.27
267,0.5175149048750217,83.07,99.3
268,0.518570506801972,83.02000000000001,99.36
269,0.5251043924154379,82.92,99.32
270,0.5184173062061652,82.94,99.26
271,0.5198120419031534,83.65,99.4
272,0.5188233567354007,82.98,99.27
273,0.5196205739027414,83.08,99.38
274,0.5157852544998511,83.23,99.37
275,0.5155030760245446,83.65,99.4
276,0.5116258939871421,83.19,99.28
277,0.5198980640906554,83.52000000000001,99.38
278,0.5150426261700116,83.27,99.26
279,0.5149145089662992,83.62,99.28
280,0.5132348873676398,83.6,99.37
281,0.5048343193072539,83.43,99.32
282,0.5057255314710812,83.69,99.36
283,0.5119960685571034,83.37,99.25
284,0.5052708162711217,83.17999999999999,99.36
285,0.5031390346013582,83.54,99.35000000000001
286,0.5081951555533287,83.6,99.29
287,0.5089879992680671,83.63000000000001,99.44
288,0.5013466648566417,83.88,99.38
289,0.4961686640977859,83.61,99.42
290,0.5009301845079813,83.83,99.33
291,0.49349553630902215,83.64,99.38
292,0.4983710360832703,83.49,99.42
293,0.5044328437401698,83.84,99.37
294,0.49870544037757775,83.89,99.44
295,0.4994534889856974,83.65,99.33999999999999
296,0.502355216558163,84.06,99.39
297,0.4859365816299732,83.78999999999999,99.32
298,0.49334014631234685,83.67,99.42999999999999
299,0.49868420247848216,83.78999999999999,99.31
300,0.4886023841607265,83.99,99.38
301,0.48947120889639245,84.04,99.31
302,0.49432206008678825,84.36,99.27
303,0.4871250149531242,84.3,99.4
304,0.4867081696406389,84.28,99.42999999999999
305,0.4930095980564753,84.14,99.39
306,0.482689353900078,84.17999999999999,99.42
307,0.47917145582345816,84.64,99.41
308,0.500366481145223,84.00999999999999,99.33
309,0.4751751522605236,84.11,99.45
310,0.48226118359046105,84.41,99.42
311,0.48383318201089515,84.39999999999999,99.42999999999999
312,0.4853500594695409,84.28999999999999,99.41
313,0.4841998691742237,84.32,99.49
314,0.48202634965762114,84.36,99.42999999999999
315,0.47941414347061745,84.2,99.35000000000001
316,0.4767573708907152,84.0,99.42
317,0.4791040706328857,84.00999999999999,99.4
318,0.47428757410783035,83.83,99.4
319,0.4749829750794631,84.21,99.44
320,0.4776339922195826,84.87,99.44
321,0.4702263002976393,84.03,99.29
322,0.4623701525040162,84.33,99.33999999999999
323,0.4776934498395675,84.03,99.33
324,0.46623616065734474,84.63000000000001,99.41
325,0.47214014002910026,84.28999999999999,99.45
326,0.4661328424245883,84.48,99.44
327,0.4707284303047718,84.69,99.39
328,0.46733348552997295,84.89,99.35000000000001
329,0.4636268525551527,84.49,99.41
330,0.46729671030472486,84.43,99.41
331,0.4682113956182431,84.92,99.33999999999999
332,0.46426036686469346,84.7,99.42999999999999
333,0.45816036202968696,84.77,99.47
334,0.4667050488484211,84.49,99.45
335,0.46192771410330746,84.84,99.35000000000001
336,0.4614071930066133,84.73,99.41
337,0.4614993200852321,84.67,99.41
338,0.4659096616582993,85.15,99.36
339,0.454301186861136,84.82,99.45
340,0.45680685150317657,84.83000000000001,99.4
341,0.45426697983191566,84.58,99.41
342,0.4536872868354504,85.16,99.35000000000001
343,0.4491375583104598,85.13,99.41
344,0.45767849809848343,84.87,99.37
345,0.45427847856130354,84.94,99.42999999999999
346,0.45330327424483424,84.84,99.42
347,0.45114942609499664,84.74000000000001,99.33
348,0.449765073794585,85.13,99.46000000000001
349,0.44635212551324793,84.84,99.37
350,0.4509376414311238,85.0,99.4
351,0.4522867830135883,84.94,99.42999999999999
352,0.4483956793179879,85.22,99.44
353,0.44881622172318975,84.78,99.31
354,0.4508398696398124,85.06,99.36
355,0.44736680885155994,84.39,99.42
356,0.44521389175684023,84.77,99.5
357,0.44884694172785833,85.04,99.41
358,0.4412909299135208,85.1,99.47
359,0.44327529286726924,84.78999999999999,99.41
360,0.4378959379899196,85.2,99.42999999999999
361,0.4408641478190055,85.04,99.42
362,0.43270164063343636,85.11,99.46000000000001
363,0.44118566665893943,85.18,99.49
364,0.4355055727637731,85.13,99.44
365,0.4357264314706509,85.49,99.55000000000001
366,0.43698417857671396,84.82,99.36
367,0.43889629183671414,85.53,99.44
368,0.43355360283301425,85.02,99.42999999999999
369,0.4300280588559615,85.08,99.36
370,0.43095953342242116,85.3,99.46000000000001
371,0.42983968196771083,85.52,99.4
372,0.4274373069405556,85.15,99.5
373,0.4341489512186784,85.37,99.49
374,0.4283903951828296,84.96000000000001,99.53
375,0.41985142605426984,85.48,99.47
376,0.42157125518872185,85.44,99.42
377,0.4211210405979401,85.37,99.51
378,0.4253918260335922,85.15,99.41
379,0.4231900678995328,85.42999999999999,99.45
380,0.42451809690548825,85.57000000000001,99.53
381,0.4239723243392431,85.54,99.53
382,0.42489766646654176,85.50999999999999,99.5
383,0.4186933974807079,86.14,99.46000000000001
384,0.4227912528392596,85.69,99.52
385,0.41644570017472293,85.76,99.5
386,0.4195360569999768,85.7,99.46000000000001
387,0.4238107450879537,85.6,99.48
388,0.4152616408390877,85.52,99.45
389,0.41147860884666443,86.00999999999999,99.45
390,0.4139790245355704,85.63,99.56
391,0.4086993007323681,85.52,99.48
392,0.4158720903671705,85.64,99.5
393,0.42487150277846897,85.72,99.56
394,0.4078218762691204,85.79,99.51
395,0.4048316153196188,85.45,99.46000000000001
396,0.4122126058126107,85.57000000000001,99.44
397,0.4057447315408633,85.6,99.53999999999999
398,0.41191363495129807,85.89,99.5
399,0.406212596480663,85.9,99.41
400,0.411673059906715,85.77,99.53
401,0.4072109951422765,86.2,99.53999999999999
402,0.40326330570074226,85.68,99.53
403,0.4072356635943437,86.06,99.49
404,0.4060347284261997,85.76,99.53
405,0.4053300084593969,85.7,99.56
406,0.4018322326433964,85.79,99.51
407,0.39851880417420316,85.8,99.49
408,0.4041193079107847,86.22,99.52
409,0.4005650391945472,85.91,99.5
410,0.3942020135048108,85.98,99.49
411,0.3965328859213071,86.07000000000001,99.49
412,0.3994776847270819,86.2,99.47
413,0.3934998320463376,85.81,99.57000000000001
414,0.4045247209377778,85.95,99.51
415,0.39380540412205917,85.88,99.49
416,0.4021230032428717,86.17,99.53
417,0.3917893504103025,85.82,99.49
418,0.38723655343055724,86.04,99.53
419,0.3875291345975338,86.3,99.53999999999999
420,0.39156517203037555,86.11,99.47
421,0.3930486888075486,86.04,99.5
422,0.39626554621335786,86.33,99.51
423,0.3912193197470445,86.22,99.57000000000001
424,0.3910468001396228,86.24000000000001,99.49
425,0.3918282189430335,86.37,99.5
426,0.39124573618173597,86.11,99.52
427,0.3908842008465376,86.33,99.52
428,0.38423265765110654,86.47,99.52
429,0.38091934223969776,86.11,99.49
430,0.38889255477831913,86.29,99.5
431,0.38925234556962285,86.28,99.56
432,0.3822277875664907,86.11999999999999,99.53
433,0.37763727517464224,86.18,99.47
434,0.38087716893507884,86.15,99.49
435,0.37977958573744847,86.29,99.48
436,0.38156140645345055,86.29,99.46000000000001
437,0.38287386771960136,86.13,99.53
438,0.37430774638286,86.05000000000001,99.56
439,0.37300878025782414,86.21,99.49
440,0.37751766722171737,86.17,99.53
441,0.37512079217495065,86.09,99.53
442,0.37601101574225304,86.17,99.58
443,0.3761658501166564,86.45,99.55000000000001
444,0.3711693710241562,86.21,99.53999999999999
445,0.37264565447202097,86.35000000000001,99.55000000000001
446,0.3672285986634401,86.18,99.55000000000001
447,0.3772798809485558,86.57000000000001,99.49
448,0.37506003219347733,86.52,99.52
449,0.3671991234024366,86.25,99.55000000000001
450,0.3739919704122421,86.71,99.53
451,0.375529365050487,86.37,99.5
452,0.3677873444862855,86.69,99.5
453,0.3652763427832188,86.45,99.53
454,0.3644356509431815,86.61999999999999,99.49
455,0.37035354528671655,86.53999999999999,99.48
456,0.3680454377562572,86.64,99.53
457,0.3616611667168446,86.35000000000001,99.5
458,0.367508897682031,86.5,99.53
459,0.3630520565005449,86.52,99.53
460,0.3611560962521113,86.42,99.5
461,0.3615498043405704,86.56,99.55000000000001
462,0.36365581250343565,86.47,99.53
463,0.35958524411305404,86.63,99.47
464,0.3578785445445623,86.42,99.51
465,0.36087018110049074,86.61,99.52
466,0.3626409883300463,86.66,99.55000000000001
467,0.35308014555619316,86.71,99.57000000000001
468,0.3551155258829777,86.75,99.55000000000001
469,0.35911996521246736,86.61,99.52
470,0.35906644738637483,86.48,99.5
471,0.35503000777501326,86.63,99.49
472,0.357917478795235,86.5,99.47
473,0.35656428310351496,86.65,99.53
474,0.35296240529188744,86.72999999999999,99.5
475,0.3560725572399604,86.86,99.51
476,0.35270529290040337,86.68,99.53999999999999
477,0.3525175380401122,86.58,99.49
478,0.3516868273799236,86.47,99.52
479,0.3528537107583804,86.61,99.51
480,0.3579419813477076,86.79,99.48
481,0.35180048121091645,86.81,99.53999999999999
482,0.34550181867984625,86.61,99.49
483,0.35197445318484916,86.72999999999999,99.51
484,0.34880991004980527,86.85000000000001,99.52
485,0.34850001682837806,86.78,99.53
486,0.3502170119148034,86.87,99.51
487,0.3429027293737118,86.72999999999999,99.49
488,0.352132225724367,86.8,99.5
489,0.3472724265777148,86.76,99.53
490,0.34637204890067763,86.74,99.53999999999999
491,0.34495379966803086,86.85000000000001,99.5
492,0.34791078288585714,86.81,99.49
493,0.3500198875864347,86.72999999999999,99.5
494,0.34560353603118504,86.65,99.48
495,0.34653365184099244,86.7,99.53
496,0.3432901280812728,86.68,99.49
497,0.34513631959756214,86.69,99.52
498,0.3394780458930211,86.75,99.52
499,0.33953806093105904,86.53,99.52
500,0.34171047054040127,86.69,99.5
501,0.3456454848249753,86.86,99.53
