epoch,train_loss,test_acc@1,test_acc@5,smooth_loss,lr_epoch
1,4.285135351694548,46.58,91.25999999999999,4.285135351694548,0.0003375
2,3.730120471196297,49.730000000000004,92.29,3.757871150970459,0.0003375
3,3.4139894876724632,50.51,92.63,3.4311835765838623,0.0003375
4,3.2119541944601595,51.06,92.91,3.2229154109954834,0.0003375
5,3.0465745797524084,51.41,93.19,3.055391550064087,0.00032356139994646444
6,2.9196494463162543,51.92,93.28,2.926436424255371,0.00032356139994646444
7,2.8187472098912947,52.410000000000004,93.36,2.824131727218628,0.00032356139994646444
8,2.6939811553710546,53.09,93.7,2.700488567352295,0.00032356139994646444
9,2.60488028831971,53.190000000000005,93.71000000000001,2.6096606254577637,0.00032356139994646444
10,2.5190460064472298,53.61,94.02000000000001,2.5235767364501953,0.0003101984578824175
11,2.4752465890004083,53.580000000000005,94.03,2.477663040161133,0.0003101984578824175
12,2.3975748386138527,53.800000000000004,94.16,2.4015793800354004,0.0003101984578824175
13,2.3506502435757564,54.22,94.31,2.353196859359741,0.0003101984578824175
14,2.2851124301934855,54.6,94.32000000000001,2.2885165214538574,0.0003101984578824175
15,2.224753802861923,54.37,94.67999999999999,2.2279419898986816,0.00029738739938865
16,2.192999923840547,54.949999999999996,94.6,2.194746732711792,0.00029738739938865
17,2.1378398448993,55.52,94.51,2.1406850814819336,0.00029738739938865
18,2.105335618288089,55.169999999999995,94.69999999999999,2.107103109359741,0.00029738739938865
19,2.0683757641376594,56.010000000000005,94.91000000000001,2.070312261581421,0.00029738739938865
20,2.0364557275405297,56.18,95.17,2.0381484031677246,0.0002851054319189035
21,2.00039221231754,55.97,95.02000000000001,2.0022799968719482,0.0002851054319189035
22,1.9375687333253713,56.38999999999999,95.22,1.940804362297058,0.0002851054319189035
23,1.9313578749314333,57.15,95.44,1.9318301677703857,0.0002851054319189035
24,1.9114217895727892,56.44,95.28999999999999,1.9124420881271362,0.0002851054319189035
25,1.8622140520658248,57.18,95.66,1.8647254705429077,0.0002733307042489535
26,1.8267205654046474,57.38999999999999,95.71,1.8286209106445312,0.0002733307042489535
27,1.8050857507265532,57.46,95.72,1.806262493133545,0.0002733307042489535
28,1.7879596911943876,57.78,95.50999999999999,1.7888747453689575,0.0002733307042489535
29,1.7680932151965605,58.48,95.84,1.7691322565078735,0.0002733307042489535
30,1.7434631726680658,58.17,95.56,1.7447465658187866,0.0002620422676004279
31,1.7174612583258213,58.8,95.76,1.7188254594802856,0.0002620422676004279
32,1.7135799151200515,59.099999999999994,95.69,1.7138421535491943,0.0002620422676004279
33,1.693820018034715,59.309999999999995,96.04,1.6948211193084717,0.0002620422676004279
34,1.683698491561107,59.25,96.05,1.6842546463012695,0.0002620422676004279
35,1.6518840795908218,59.81999999999999,96.22,1.6535025835037231,0.0002512200383701941
36,1.6464731112504616,59.63,96.17,1.646824598312378,0.0002512200383701941
37,1.6235383024582497,60.01,96.16,1.6247025728225708,0.0002512200383701941
38,1.6105917624938182,60.589999999999996,96.17,1.611297369003296,0.0002512200383701941
39,1.5956195699862945,60.629999999999995,96.22,1.5964033603668213,0.0002512200383701941
40,1.5747665356367062,60.86,96.3,1.5758483409881592,0.00024084476239900595
41,1.5482864334033086,60.62,96.16,1.5496644973754883,0.00024084476239900595
