,train_loss,test_acc@1,test_acc@5
1,4.224229329748999,15.540000000000001,47.9
2,3.624194950997075,17.64,54.36
3,2.6091754315774653,19.220000000000002,54.76
4,2.1992272795001164,19.74,58.02
5,1.9543470065050488,20.16,62.1
6,1.7143232316910466,20.34,56.220000000000006
7,1.5468360057360009,20.96,61.28
8,1.3939608564199526,23.06,60.260000000000005
9,1.2940769190841084,20.5,59.36
10,1.2115250427417363,20.22,59.86
11,1.118730543204878,23.74,65.28
12,1.1116299448134024,23.66,63.959999999999994
13,1.041409989995764,17.68,52.66
14,1.058364287773265,22.84,63.42
15,0.9597760326688802,20.3,59.699999999999996
16,0.9269962722459172,18.740000000000002,58.199999999999996
17,0.8366250569307352,21.240000000000002,57.92
18,0.84726850565853,17.54,55.92
19,0.8480799096294597,18.86,57.49999999999999
20,0.7892829747752675,15.64,51.85999999999999
21,0.7888148476405046,18.48,52.12
22,0.7819517924438549,22.439999999999998,59.46
23,0.7555945711799815,22.5,63.32
24,0.7025359968973112,20.82,61.519999999999996
25,0.7436879695027689,24.0,64.64
26,0.6927785349750444,23.419999999999998,63.72
27,0.6639134833188374,19.400000000000002,58.42
28,0.6364679934480523,28.7,70.0
29,0.6286397580104538,22.08,63.160000000000004
30,0.6262669197366207,15.18,47.839999999999996
31,0.6249096863254716,20.880000000000003,60.040000000000006
32,0.5937034027485908,21.26,60.540000000000006
33,0.5901617333764517,23.119999999999997,63.800000000000004
34,0.5982289353644923,23.28,60.08
35,0.5700786785705935,26.179999999999996,69.14
36,0.5551410113708882,20.9,59.06
37,0.5503979531659072,25.14,65.2
38,0.5531699368848076,27.339999999999996,68.38
39,0.5544755361691306,22.38,62.7
40,0.5304943875091362,16.48,50.28
41,0.5269174290986001,21.44,62.18
42,0.5130886253252437,21.66,59.46
43,0.5046294483155767,23.1,64.88000000000001
44,0.509545379754486,12.620000000000001,40.46
45,0.4936140738427639,19.74,59.72
46,0.5019808694119035,23.84,65.24
47,0.47624405640872974,21.32,59.099999999999994
48,0.47512346892794477,21.58,60.28
49,0.47068625985632967,21.5,58.76
50,0.45716416970473017,26.5,69.04
51,0.4668813710678605,18.82,54.1
52,0.4479846355705699,19.66,58.46
53,0.45423315505532524,26.44,65.60000000000001
54,0.44897737378207375,18.12,54.02
55,0.4280532681017737,25.96,65.5
56,0.445815312204576,23.5,64.84
57,0.44195106550108026,25.16,65.66
58,0.43630204005520556,25.740000000000002,67.44
59,0.43187211486923544,38.26,77.82
60,0.4136214657993162,19.7,57.54
61,0.4128936796649536,26.119999999999997,67.34
62,0.4051448347259171,24.740000000000002,65.03999999999999
63,0.3913196065062303,22.14,59.88
64,0.39365705021633474,22.720000000000002,61.06
65,0.40177648505078084,24.64,63.82
66,0.3908039565799357,16.3,53.1
67,0.3892271658700384,17.76,54.059999999999995
68,0.3827104962731511,23.64,62.68
69,0.38598844654197934,33.040000000000006,73.9
70,0.3860025883893942,27.96,68.94
71,0.37571649607624624,23.72,63.0
72,0.3810851095197133,20.94,59.8
73,0.38240496254573236,21.32,57.66
74,0.36147436747162404,25.119999999999997,65.28
75,0.36945103604016427,19.580000000000002,58.14
76,0.3610682274934046,15.840000000000002,50.660000000000004
77,0.34164565313560297,22.259999999999998,60.96
78,0.3452667997489813,24.84,63.7
79,0.3507221850766977,24.12,63.44
80,0.3643877206346657,24.560000000000002,64.2
81,0.35135433548483763,30.919999999999998,70.84
82,0.3578645352132713,21.54,57.04
83,0.3436178684682597,32.440000000000005,71.06
84,0.33804109328591464,23.44,63.519999999999996
85,0.33949873341789727,26.540000000000003,67.28
86,0.33779938837301127,24.98,65.14
87,0.34048501326690744,27.400000000000002,70.72
88,0.32506268539855,17.46,51.94
89,0.33230696849619284,20.919999999999998,58.76
90,0.3262377096269327,19.88,54.54
91,0.3244035657306638,25.0,63.739999999999995
92,0.31428497595877586,22.16,58.36
93,0.32204401818445966,17.62,53.1
94,0.32097784486375275,26.119999999999997,66.0
95,0.30163628933361814,23.580000000000002,62.56
96,0.2961498244217585,22.62,59.68
97,0.30298251196553433,22.8,62.5
98,0.31911368787441924,21.46,58.14
99,0.30602340117580246,23.48,60.81999999999999
100,0.2853359264569192,21.44,57.64
101,0.31114911530874195,31.94,71.04
102,0.2887329985579193,27.02,66.86
103,0.3044198461914364,21.78,60.699999999999996
104,0.3072943208603589,23.82,64.1
105,0.2928385192475317,23.880000000000003,65.60000000000001
106,0.2963779278783293,21.98,60.519999999999996
107,0.28308368842058546,21.46,57.28
108,0.29421270827326595,23.3,61.44
109,0.2875584873777543,22.12,62.63999999999999
110,0.2721194069997608,20.66,57.42
111,0.2982235720051052,35.42,75.06
