epoch,train_loss,test_acc@1,test_acc@5,smooth_loss,lr_epoch
1,4.907053932776818,41.65,89.41,4.907053932776818,0.0010019465007047798
2,3.80870726169684,49.0,92.46,3.8636245727539062,0.0010077851489903797
3,3.086105157167484,51.39,93.71000000000001,3.124981164932251,0.0010175133837451444
4,2.616697499079582,53.44,94.31,2.6421117782592773,0.0010311269376979022
5,2.277484235702417,55.63,94.89999999999999,2.295715570449829,0.0010486198392898084
6,2.061733637406276,57.720000000000006,95.61,2.073432683944702,0.0010699844152937676
7,1.8882835953663557,60.019999999999996,96.17999999999999,1.8975410461425781,0.0010952112941802483
8,1.7713045496207016,60.64000000000001,96.65,1.7776163816452026,0.0011242894102281228
9,1.694959377631163,62.22,96.52,1.699092149734497,0.0011572060083785973
10,1.6419185980772362,63.0,96.94,1.6447771787643433,0.0011939466498302083
11,1.5913715808819502,64.24,97.07000000000001,1.5940418243408203,0.0012344952183723744
12,1.5269361676313937,64.44,97.25,1.5302914381027222,0.0012788339274547242
13,1.5034667354363662,65.74,97.43,1.504807949066162,0.0013269433279891503
14,1.4522742482332083,65.03999999999999,97.35000000000001,1.454900860786438,0.0013788023168811066
15,1.4308365843234918,65.69,97.34,1.4320398569107056,0.0014343881462864465
16,1.4007131319779615,66.44,97.42,1.4022793769836426,0.0014936764335897017
17,1.369849328811352,66.25999999999999,97.61999999999999,1.3714708089828491,0.0015566411720994884
18,1.3472728645190215,67.73,97.65,1.3484828472137451,0.001623254742456285
19,1.3283791366295936,67.77,97.74000000000001,1.3293843269348145,0.0016934879247476053
20,1.3052264626209553,67.7,97.78999999999999,1.3064342737197876,0.0017673099113252669
21,1.293381893634796,68.28999999999999,97.83,1.294034481048584,0.0018446883203190878
22,1.2761294905955975,68.89,98.05,1.2770246267318726,0.0019255892098411567
23,1.244863834289404,69.04,97.92,1.246471881866455,0.0020099770928743432
24,1.2368859300246606,69.06,97.99,1.2373651266098022,0.002097814952838648
25,1.2145235035663997,69.11,98.1,1.2156656980514526,0.0021890642598284132
26,1.2286766116435712,69.57,98.25,1.228026032447815,0.002283684987513416
27,1.192072974412869,69.74000000000001,98.08,1.1938705444335938,0.002381635630696332
28,1.184434674642025,69.58,98.09,1.1849064826965332,0.0024828732235189083
29,1.1649203661160592,70.59,98.2,1.1659196615219116,0.0025873533583088623
30,1.1470561113113011,71.17,98.17,1.1479992866516113,0.0026950302050592068
31,1.1352546664384695,70.88,98.18,1.1358919143676758,0.002805856531531495
32,1.1251460396326505,70.89999999999999,98.24000000000001,1.125683307647705,0.002919783723974164
33,1.1211031115972079,70.75,98.11,1.1213321685791016,0.003036761808446836
34,1.0887393098611098,70.83,98.31,1.0903689861297607,0.003156739472741322
35,1.0856672135683207,70.61,98.25,1.0859023332595825,0.0032796640888896004
36,1.0767790662936676,71.11,98.4,1.0772351026535034,0.003405481736248968
37,1.0691499129319801,70.95,98.32,1.0695542097091675,0.0035341372251542456
38,1.070741571371372,71.43,98.35000000000001,1.070682168006897,0.0036655741211265944
39,1.0582453368565976,71.34,98.38,1.0588672161102295,0.003799734769628405
40,1.0326978729321405,72.92999999999999,98.5,1.0340063571929932,0.003936560321353345
41,1.0372983927910144,71.78999999999999,98.36,1.037133812904358,0.004075990758040484
42,1.0179683234447088,72.52,98.46000000000001,1.0189265012741089,0.0042179649188011994
43,0.9990014365086188,72.52,98.53,0.9999977350234985,0.004362420526947264
44,1.007029553101613,72.77,98.58,1.0066778659820557,0.004509294217308418
45,1.0052286525567373,73.06,98.46000000000001,1.0053011178970337,0.004658521564027348
46,0.9850710200957763,72.98,98.4,0.9860824942588806,0.004810037108819987
47,0.987939112767195,73.72999999999999,98.61999999999999,0.9878462553024292,0.00496377438968865
48,0.9713884533979954,72.95,98.56,0.9722113609313965,0.00511966597007546
49,0.9644481382308863,73.08,98.53,0.9648362994194031,0.005277643468443274
50,0.960730968377529,73.48,98.50999999999999,0.9609361886978149,0.005437637588271099
51,0.9605273676224244,73.85000000000001,98.4,0.9605478048324585,0.005599578148450874
52,0.9535688128226842,73.83,98.7,0.9539177417755127,0.005763394114072288
53,0.947541065246631,74.00999999999999,98.7,0.9478598833084106,0.005929013627582087
54,0.9402778912813236,74.51,98.59,0.9406570196151733,0.006096364040304274
55,0.9345231340481684,74.32,98.77,0.9348297715187073,0.006265371944307279
56,0.929609410579388,73.58,98.65,0.9298704266548157,0.006435963204604234
57,0.9250749027117705,74.24,98.64,0.9253146648406982,0.006608062991672116
58,0.9179311154744564,74.51,98.56,0.9183002710342407,0.006781595814275586
59,0.9161554548984919,74.3,98.59,0.916262686252594,0.006956485552581068
60,0.9009171938284849,74.25,98.66,0.9016844630241394,0.00713265549154656
61,0.8929395322616284,74.81,98.76,0.8933767676353455,0.0073100283545725515
62,0.8843809231733665,74.81,98.77,0.8848307132720947,0.007488526337399231
63,0.8897451261679331,75.25,98.74000000000001,0.8894994258880615,0.007668071142235189
64,0.8881977865329156,74.83999999999999,98.65,0.8882628679275513,0.007848584012102594
65,0.8803061508215391,74.71,98.63,0.8807039856910706,0.00802998576538377
66,0.8759414484867682,74.92999999999999,98.61,0.876179575920105,0.008212196830554073
67,0.8667865047088036,75.22,98.72999999999999,0.8672561645507812,0.008395137281085782
68,0.864718039219196,75.29,98.71,0.8648449182510376,0.00857872687050771
69,0.8591793917692625,75.44999999999999,98.71,0.8594626188278198,0.00876288506760516
70,0.8560513123487815,75.16000000000001,98.64,0.8562219142913818,0.008947531091744797
71,0.8548067231973012,75.12,98.7,0.8548774719238281,0.009132583948308905
